Location,Price (RM),Rooms,Store,Bathrooms,Property Type,Size (sqft),Furnishing,Price/Sqft
53,1900000,3,1,3.0,12,2070.0,0,917.8743961352657
53,1980000,3,1,4.0,12,2025.0,1,977.7777777777778
53,1850000,3,1,4.0,12,2025.0,0,913.5802469135803
53,2100000,3,1,4.0,12,2535.0,0,828.4023668639053
53,720000,2,1,2.0,12,1250.0,0,576.0
53,600000,1,0,1.0,16,750.0,0,800.0
53,720000,2,0,2.0,16,913.0,0,788.6089813800658
23,1480000,5,0,4.0,4,40.0,0,37000.0
23,3800000,8,0,6.0,9,9500.0,1,400.0
23,960000,6,0,4.0,4,20.0,1,48000.0
53,2750000,4,1,5.0,12,3317.0,0,829.062405788363
45,1270000,2,0,2.0,16,1141.0,0,1113.0587204206836
74,535000,3,0,3.0,12,1221.0,1,438.16543816543816
23,540000,3,0,3.0,12,1010.0,1,534.6534653465346
3,1420000,5,0,4.0,15,40.0,1,35500.0
14,629000,1,0,1.0,16,550.0,0,1143.6363636363637
14,778000,2,0,1.0,16,775.0,0,1003.8709677419355
79,599000,3,0,2.0,16,935.0,2,640.6417112299465
74,359999,3,0,2.0,12,1141.0,0,315.51183172655567
37,839000,3,1,3.0,12,1535.0,1,546.5798045602606
37,339000,3,0,2.0,16,950.0,1,356.8421052631579
91,640000,3,0,2.0,16,1100.0,1,581.8181818181819
16,1050000,3,1,3.0,16,1339.0,1,784.167289021658
23,650000,4,0,2.0,12,1496.0,1,434.4919786096257
23,650000,2,0,2.0,12,987.0,1,658.5612968591691
42,399999,3,0,2.0,12,860.0,0,465.11511627906975
16,785000,3,1,3.0,12,1415.0,1,554.7703180212014
23,585000,4,0,2.0,12,1496.0,1,391.0427807486631
75,1330000,4,1,6.0,4,24.0,1,55416.666666666664
37,1050000,3,1,4.0,12,1875.0,1,560.0
16,630000,3,0,2.0,12,1201.0,1,524.5628642797668
69,455000,4,0,2.0,12,1272.0,1,357.70440251572325
23,730000,4,0,3.0,2,1300.0,1,561.5384615384615
53,2650750,3,0,4.0,16,2305.0,1,1150.0
53,908000,2,0,2.0,16,873.0,1,1040.0916380297824
64,305000,3,0,2.0,8,936.0,1,325.85470085470087
31,1200000,3,0,4.0,12,1520.0,0,789.4736842105264
69,460000,3,0,2.0,16,993.0,1,463.2426988922457
23,830000,4,0,3.0,2,22.0,1,37727.27272727273
65,315000,3,0,2.0,8,833.0,1,378.1512605042017
27,2600000,4,0,3.0,12,2800.0,0,928.5714285714286
31,4200000,4,1,4.0,15,2400.0,0,1750.0
23,1050000,5,0,5.0,3,22.0,1,47727.27272727273
9,950000,3,0,2.0,12,1200.0,1,791.6666666666666
23,1000000,2,0,2.0,16,931.0,0,1074.1138560687432
23,1200000,2,0,2.0,16,883.0,0,1359.0033975084937
23,890000,1,1,1.0,8,694.0,0,1282.420749279539
23,800000,1,0,1.0,8,689.0,1,1161.1030478955008
23,1000000,2,0,2.0,16,850.0,2,1176.4705882352941
23,1000000,2,0,2.0,16,883.0,2,1132.5028312570782
23,990000,2,0,2.0,16,883.0,1,1121.1778029445074
3,1800000,2,0,2.0,16,1150.0,0,1565.2173913043478
24,2200000,2,1,2.0,16,1445.0,0,1522.491349480969
24,2800000,2,1,2.0,16,1442.0,0,1941.7475728155339
24,2500000,2,1,2.0,16,1614.0,1,1548.9467162329615
75,1400000,4,1,5.0,4,3216.0,1,435.32338308457713
75,1350000,4,1,5.0,4,3216.0,1,419.7761194029851
53,1486274,3,0,2.0,12,1377.0,1,1079.356572258533
53,2281931,4,1,5.0,12,2766.0,1,824.9931308749096
53,4179629,4,1,4.0,12,5090.0,1,821.1451866404715
53,1732544,3,1,3.0,12,2163.0,1,800.9912159038373
53,40542340,4,1,5.0,12,5090.0,1,7965.09626719057
53,2213473,4,1,5.0,12,2766.0,1,800.2433116413594
53,1486274,3,1,4.0,12,1377.0,1,1079.356572258533
75,1450000,4,1,5.0,4,3216.0,1,450.87064676616916
31,1250000,4,1,4.0,12,1991.0,1,627.8252134605726
53,1486274,3,2,4.0,12,1377.0,1,1079.356572258533
53,1762805,4,1,4.0,12,2163.0,1,814.9815071659732
75,2500000,5,0,5.0,15,40.0,1,62500.0
53,2281931,4,1,4.0,12,2766.0,1,824.9931308749096
29,1100000,3,0,2.0,12,1389.0,1,791.9366450683946
29,1130000,3,0,2.0,12,1389.0,1,813.5349172066235
19,2280000,3,2,4.0,12,2400.0,0,950.0
75,1500000,4,1,5.0,4,3216.0,1,466.4179104477612
75,2280000,4,1,5.0,15,4300.0,2,530.2325581395348
85,2500000,3,1,3.0,16,2426.0,1,1030.5028854080792
66,780000,2,1,3.0,12,867.0,1,899.6539792387543
75,1380000,4,0,3.0,4,24.0,2,57500.0
75,1450000,4,1,5.0,4,24.0,1,60416.666666666664
75,495000,1,0,1.0,16,750.0,1,660.0
31,1450000,3,1,3.0,12,2412.0,1,601.1608623548922
3,750000,2,0,2.0,16,1135.0,1,660.7929515418502
29,1980000,3,1,3.0,2,22.0,0,90000.0
75,2250000,4,1,5.0,15,24.0,1,93750.0
9,7200000,3,1,5.0,12,4025.0,1,1788.8198757763976
66,740000,2,1,3.0,12,999.0,1,740.7407407407408
31,1380000,3,1,5.0,12,2400.0,1,575.0
31,1300000,3,1,4.0,12,1975.0,1,658.2278481012659
31,1258000,3,1,5.0,12,2084.0,1,603.6468330134358
31,1101440,3,1,4.0,12,1876.0,1,587.1215351812367
31,1350000,3,1,4.0,12,1707.0,0,790.8611599297012
31,1184000,3,1,4.0,12,1973.0,1,600.1013684744045
29,1530000,3,1,3.0,12,1852.0,1,826.133909287257
29,830000,1,1,1.0,12,969.0,1,856.5531475748194
29,805000,1,1,1.0,12,969.0,1,830.7533539731683
29,815000,1,0,2.0,12,969.0,1,841.0732714138287
29,1450000,2,2,3.0,12,1852.0,1,782.9373650107991
29,1400000,3,1,3.0,12,1701.0,1,823.0452674897119
85,3150000,3,1,5.0,16,2954.0,1,1066.350710900474
23,600000,3,1,2.0,12,1472.0,1,407.60869565217394
53,1745063,3,0,3.0,12,2163.0,1,806.7790106333796
53,1501999,3,1,3.0,12,1377.0,1,1090.7763253449527
53,1784937,4,1,3.0,12,2065.0,1,864.3762711864407
53,2213473,4,1,4.0,12,2766.0,1,800.2433116413594
31,1150000,4,1,4.0,12,2070.0,1,555.5555555555555
31,930000,3,0,3.0,12,1451.0,1,640.9372846312888
31,1030000,3,1,3.0,12,1799.0,1,572.5403001667593
75,1550000,4,0,3.0,4,24.0,1,64583.333333333336
75,1650000,4,1,4.0,4,24.0,2,68750.0
31,1000000,3,1,3.0,12,1799.0,1,555.864369093941
75,1750000,4,1,4.0,4,24.0,2,72916.66666666667
53,3000000,6,0,6.0,15,54.0,1,55555.555555555555
75,515000,1,0,1.0,16,750.0,1,686.6666666666666
75,650000,2,1,2.0,16,1025.0,1,634.1463414634146
75,1380000,4,1,5.0,4,3216.0,1,429.1044776119403
75,1400000,4,0,3.0,4,3200.0,2,437.5
85,1520000,2,1,3.0,16,1445.0,1,1051.903114186851
19,2052000,4,1,4.0,12,2400.0,1,855.0
31,1450000,4,1,4.0,12,2412.0,1,601.1608623548922
85,1480000,2,1,3.0,16,1445.0,1,1024.2214532871972
31,850000,3,0,3.0,12,1451.0,1,585.8028945554789
31,1400000,4,1,4.0,12,2070.0,1,676.328502415459
16,1650000,3,1,3.0,12,1700.0,1,970.5882352941177
16,1130000,3,1,3.0,12,1440.0,0,784.7222222222222
75,480000,1,0,1.0,16,780.0,1,615.3846153846154
85,4580000,4,2,5.0,16,3823.0,1,1198.0120324352604
75,1550000,4,1,5.0,4,3216.0,2,481.9651741293532
75,1600000,4,1,5.0,4,3216.0,1,497.5124378109453
75,1580000,4,1,5.0,4,3216.0,1,491.29353233830847
75,1530000,4,1,5.0,4,3216.0,1,475.74626865671644
77,1380000,3,1,4.0,17,2336.0,1,590.7534246575342
9,7633600,4,0,4.0,12,4771.0,1,1600.0
9,7912000,6,0,6.0,12,4945.0,1,1600.0
9,10492500,5,1,6.0,12,6995.0,1,1500.0
9,6200000,5,0,5.0,12,4025.0,1,1540.3726708074535
9,8158000,4,0,4.0,12,4771.0,1,1709.9140641374975
9,11268190,5,1,6.0,12,6913.0,1,1630.0
9,7986175,6,0,6.0,12,4945.0,1,1615.0
9,8732900,6,0,6.0,12,5137.0,1,1700.0
16,1080000,3,1,3.0,12,1420.0,1,760.5633802816901
16,1230000,3,1,4.0,12,1700.0,0,723.5294117647059
59,1200000,3,1,3.0,12,1900.0,0,631.578947368421
31,1480000,3,1,3.0,12,2412.0,1,613.5986733001658
85,2500000,3,1,4.0,16,2426.0,1,1030.5028854080792
75,1480000,4,1,5.0,4,3216.0,1,460.19900497512435
75,1500000,4,1,5.0,4,3216.0,2,466.4179104477612
16,1150000,3,1,2.0,12,1509.0,1,762.0941020543406
16,1300000,3,1,3.0,12,1678.0,1,774.7318235995233
16,1100000,3,1,3.0,12,1420.0,1,774.6478873239437
16,1080000,3,1,2.0,12,1409.0,1,766.501064584812
75,480000,1,0,1.0,16,750.0,1,640.0
24,850000,1,1,2.0,16,1049.0,0,810.2955195424214
23,175000,3,0,1.0,13,700.0,1,250.0
37,418000,3,0,2.0,12,918.0,1,455.3376906318083
16,1800000,3,1,4.0,12,2556.0,0,704.2253521126761
37,775000,3,1,2.0,16,1094.0,1,708.4095063985375
37,695000,3,1,2.0,16,1094.0,2,635.2833638025594
37,628000,2,0,2.0,16,852.0,1,737.0892018779343
37,768000,3,1,2.0,16,1094.0,1,702.0109689213893
37,728000,3,1,2.0,16,1094.0,2,665.4478976234004
37,608000,2,0,2.0,16,852.0,1,713.6150234741784
37,558000,2,0,2.0,16,852.0,2,654.9295774647887
37,690000,3,1,2.0,16,1904.0,2,362.39495798319325
37,645000,2,0,2.0,16,852.0,1,757.0422535211268
37,718000,3,1,2.0,16,1094.0,2,656.3071297989031
37,698000,3,1,2.0,16,1094.0,2,638.0255941499086
38,330000,1,1,1.0,17,684.0,0,482.4561403508772
79,700000,2,1,2.0,12,1152.0,0,607.6388888888889
29,5400000,7,1,8.0,5,33.0,1,163636.36363636365
9,990000,2,0,2.0,16,1098.0,0,901.639344262295
59,750000,3,0,2.0,12,1150.0,0,652.1739130434783
16,2350000,6,1,7.0,3,23.0,2,102173.91304347826
16,1800000,6,1,7.0,3,23.0,2,78260.86956521739
16,1850000,6,1,7.0,3,23.0,2,80434.78260869565
79,2680000,6,0,6.0,15,3100.0,2,864.516129032258
31,730000,3,1,3.0,12,1356.0,1,538.3480825958702
53,2400000,4,1,5.0,5,3590.0,1,668.5236768802229
16,3900000,5,1,7.0,15,6809.0,2,572.7713320605081
37,2800000,4,2,6.0,15,4400.0,1,636.3636363636364
23,1250000,3,1,3.0,2,3003.0,2,416.25041625041627
19,1944000,3,2,5.0,12,2400.0,1,810.0
19,2280000,3,2,3.0,12,2400.0,0,950.0
19,1680000,3,1,3.0,12,1905.0,1,881.8897637795276
54,3000000,5,0,4.0,15,85.0,2,35294.117647058825
54,4700000,6,0,5.0,9,7276.0,2,645.9593183067619
75,3200000,4,1,5.0,15,40.0,2,80000.0
75,2300000,4,1,5.0,15,4500.0,2,511.1111111111111
75,1150000,5,0,4.0,4,20.0,2,57500.0
29,2900000,3,1,5.0,2,3021.0,0,959.9470374048328
19,1918080,3,2,5.0,12,2368.0,1,810.0
29,5300000,6,1,7.0,5,6938.0,1,763.9089074661285
59,850000,1,0,2.0,16,1135.0,1,748.8986784140969
66,720000,2,1,3.0,12,999.0,1,720.7207207207207
66,675000,2,0,2.0,12,738.0,1,914.6341463414634
37,680000,3,1,2.0,16,1075.0,1,632.5581395348837
85,4200000,4,2,6.0,16,3832.0,0,1096.0334029227558
44,1750000,2,0,2.0,16,1464.0,1,1195.3551912568305
16,668000,3,0,2.0,12,1232.0,0,542.2077922077922
45,1800000,3,0,3.0,12,1232.0,0,1461.0389610389611
58,720000,3,0,3.0,0,2700.0,2,266.6666666666667
45,1300000,2,0,1.0,12,871.0,0,1492.5373134328358
45,1830000,3,1,4.0,12,1668.0,0,1097.1223021582734
45,850000,1,1,1.0,16,601.0,0,1414.3094841930117
69,530000,4,1,2.0,12,1313.0,1,403.65575019040364
24,1180000,2,2,3.0,12,1806.0,1,653.3776301218162
45,1700000,3,1,3.0,12,2098.0,1,810.2955195424214
37,320000,3,0,2.0,8,950.0,1,336.8421052631579
23,880000,4,0,3.0,2,22.0,1,40000.0
85,1450000,2,1,2.0,16,1680.0,1,863.0952380952381
9,4600000,5,1,4.0,9,4500.0,1,1022.2222222222222
3,950000,Studio,0,2.0,16,910.0,0,1043.956043956044
44,2524500,3,1,4.0,16,1870.0,1,1350.0
69,468000,3,0,2.0,16,1100.0,1,425.45454545454544
23,399000,3,1,2.0,12,1025.0,1,389.2682926829268
31,1669000,3,1,4.0,16,1423.0,1,1172.8742094167253
82,2400000,4,1,5.0,3,3000.0,2,800.0
53,2250000,4,1,4.0,12,2973.0,1,756.811301715439
23,1090000,5,1,5.0,3,2395.0,2,455.11482254697285
16,580000,3,0,2.0,12,1067.0,1,543.5801312089972
37,680000,3,0,2.0,12,1168.0,1,582.1917808219179
36,620000,3,0,2.0,12,1037.0,2,597.8784956605593
37,420000,3,1,2.0,12,1200.0,1,350.0
51,400000,2,0,2.0,12,970.0,2,412.37113402061857
66,700000,3,0,3.0,12,1087.0,0,643.9742410303588
66,1750000,3,0,2.0,12,2400.0,0,729.1666666666666
38,285000,3,0,2.0,12,870.0,1,327.58620689655174
66,690000,3,1,3.0,12,1345.0,0,513.0111524163568
66,680000,3,1,3.0,12,1345.0,1,505.57620817843866
66,720000,3,1,2.0,12,1345.0,1,535.3159851301115
65,2500000,5,0,5.0,15,3600.0,1,694.4444444444445
53,1800000,4,1,5.0,12,2405.0,0,748.4407484407484
53,2350000,4,1,5.0,12,2907.0,0,808.3935328517372
42,750000,1,0,1.0,16,742.0,0,1010.7816711590297
53,1550000,3,1,4.0,12,1878.0,1,825.346112886049
53,1650000,3,1,4.0,12,2020.0,1,816.8316831683169
53,1550000,3,1,4.0,12,2002.0,0,774.2257742257742
75,1200000,4,1,4.0,4,2512.0,0,477.7070063694268
53,1750000,3,1,3.0,12,1668.0,2,1049.1606714628297
37,998000,2,2,2.0,12,1523.0,2,655.2856204858831
53,3180000,4,1,4.0,12,3000.0,0,1060.0
36,850000,3,1,2.0,12,1359.0,1,625.4598969830757
36,630000,3,0,2.0,12,987.0,1,638.2978723404256
36,632000,3,0,2.0,12,987.0,1,640.3242147922999
38,1650000,5,2,6.0,15,6120.0,1,269.6078431372549
85,788000,Studio,0,1.0,16,524.0,0,1503.8167938931297
9,8500000,5,2,5.0,12,4773.0,1,1780.8506180599204
24,1500000,1,0,1.0,16,1131.0,1,1326.2599469496022
9,3500000,4,1,5.0,12,4111.0,1,851.3743614692289
9,4200000,4,1,5.0,12,4760.0,1,882.3529411764706
53,1490000,3,1,4.0,12,1872.0,1,795.9401709401709
69,375000,3,0,2.0,16,1009.0,2,371.6551040634291
38,600000,3,1,2.0,12,1400.0,1,428.57142857142856
66,630000,3,1,2.0,12,1355.0,1,464.94464944649445
19,2350000,4,1,5.0,12,2798.0,1,839.8856325947105
53,1100000,4,1,3.0,12,2147.0,0,512.342803912436
53,2200000,6,1,7.0,12,3985.0,0,552.0702634880803
9,2700000,4,0,3.0,2,25.0,1,108000.0
9,3500000,4,1,5.0,2,3750.0,1,933.3333333333334
23,785000,3,1,3.0,12,1700.0,1,461.7647058823529
74,385000,3,0,2.0,12,1129.0,2,341.00974313551814
69,260000,3,0,2.0,12,850.0,2,305.88235294117646
74,380000,3,0,2.0,12,1129.0,1,336.5810451727192
37,580000,3,1,3.0,12,1355.0,1,428.04428044280445
30,480000,3,0,2.0,12,1200.0,1,400.0
23,550000,4,0,3.0,2,20.0,2,27500.0
3,790000,3,0,3.0,2,20.0,1,39500.0
74,648000,4,0,3.0,2,18.0,2,36000.0
9,1500000,4,0,2.0,0,22.0,1,68181.81818181818
27,540000,2,0,2.0,16,998.0,0,541.0821643286573
79,298000,3,0,2.0,8,930.0,1,320.4301075268817
37,720000,4,0,2.0,12,22.0,1,32727.272727272728
16,640000,1,0,1.0,16,721.0,0,887.6560332871012
37,660000,3,0,2.0,12,935.0,1,705.8823529411765
37,730000,4,0,2.0,12,42.0,1,17380.95238095238
45,670000,2,0,2.0,12,972.0,0,689.3004115226338
16,1100000,3,0,3.0,16,1521.0,1,723.2084155161078
75,750000,2,0,2.0,16,1259.0,1,595.7108816521048
16,2100000,4,0,4.0,16,2563.0,1,819.3523214982442
37,750000,3,0,3.0,12,1300.0,0,576.9230769230769
16,1250000,3,1,3.0,12,1440.0,1,868.0555555555555
16,1300000,3,1,3.0,12,1678.0,2,774.7318235995233
16,1150000,3,1,2.0,12,1409.0,1,816.1816891412349
37,730000,3,1,2.0,12,992.0,1,735.8870967741935
16,1200000,3,1,3.0,12,1420.0,1,845.0704225352113
16,2600000,5,0,6.0,7,4344.0,1,598.5267034990792
53,2280000,4,1,5.0,12,2702.0,1,843.819393042191
45,2200000,3,0,2.0,16,1302.0,0,1689.7081413210446
45,1250000,2,0,1.0,16,635.0,0,1968.5039370078741
45,2025000,3,0,2.0,16,1350.0,0,1500.0
45,4600,3,0,2.0,12,1862.0,0,2.4704618689581097
45,5000,3,0,2.0,12,1862.0,0,2.6852846401718584
45,2108000,3,0,2.0,16,1240.0,1,1700.0
42,1350000,2,0,2.0,16,866.0,0,1558.891454965358
45,4800000,4,1,6.0,16,3300.0,0,1454.5454545454545
53,750000,3,0,2.0,12,1268.0,1,591.4826498422713
53,2280000,4,1,5.0,12,2874.0,1,793.3194154488518
53,2280000,4,1,5.0,12,2767.0,1,823.9971087820744
53,1100000,2,0,2.0,16,910.0,1,1208.7912087912089
42,1280000,2,0,2.0,16,868.0,0,1474.6543778801843
42,1080000,1,1,2.0,16,625.0,1,1728.0
42,1300000,2,0,2.0,16,866.0,0,1501.1547344110854
42,970000,2,0,2.0,16,671.0,1,1445.6035767511178
3,600000,2,0,1.0,16,948.0,0,632.9113924050633
42,1150000,1,0,1.0,12,510.0,1,2254.901960784314
45,4570000,5,0,6.0,12,3973.0,0,1150.264283916436
53,2250000,4,1,5.0,12,3729.0,0,603.3789219629928
24,860000,1,0,2.0,16,974.0,0,882.9568788501027
45,1925100,3,0,2.0,16,1426.0,0,1350.0
45,1166100,2,1,2.0,16,897.0,0,1300.0
45,1500000,2,0,2.0,16,1050.0,0,1428.5714285714287
19,5000000,4,1,6.0,12,3147.0,1,1588.8147442008262
66,1850,3,0,2.0,12,1323.0,0,1.398337112622827
53,790000,3,0,2.0,12,1268.0,1,623.0283911671925
23,385000,2,1,2.0,17,709.0,3,543.0183356840621
23,400000,2,0,1.0,17,709.0,3,564.1748942172073
45,1500000,3,0,3.0,12,1683.0,0,891.2655971479501
3,630000,2,0,1.0,16,948.0,1,664.5569620253165
45,2722500,3,1,4.0,16,2178.0,0,1250.0
45,3235968,3,1,5.0,12,2809.0,1,1152.0
45,9900000,5,0,7.0,16,7300.0,0,1356.164383561644
45,945000,1,0,1.0,16,654.0,0,1444.954128440367
45,800000,1,0,1.0,16,583.0,0,1372.21269296741
45,6798000,6,0,7.0,12,6600.0,3,1030.0
45,1175950,2,0,1.0,16,811.0,0,1450.0
45,1800000,2,0,2.0,16,1277.0,0,1409.5536413469067
16,458000,3,1,2.0,12,1231.0,1,372.055239642567
53,650000,3,0,2.0,12,1015.0,2,640.3940886699507
53,580000,3,0,2.0,12,940.0,2,617.0212765957447
66,590000,3,0,2.0,12,1078.0,1,547.3098330241187
66,700000,3,1,2.0,12,1355.0,1,516.6051660516605
66,969000,3,0,3.0,12,1237.0,1,783.3468067906225
51,670000,3,0,2.0,16,935.0,0,716.5775401069519
38,350000,3,0,2.0,12,1202.0,1,291.18136439267886
45,650000,1,0,1.0,12,659.0,0,986.3429438543247
70,1600000,4,0,3.0,2,2800.0,1,571.4285714285714
67,6500000,5,1,6.0,9,7314.0,1,888.7065901011758
47,625000,3,0,2.0,16,1250.0,1,500.0
38,1300000,3,0,3.0,17,2472.0,1,525.8899676375405
91,450000,Studio,0,1.0,16,500.0,1,900.0
3,680000,1,0,2.0,16,911.0,1,746.4324917672886
66,550000,3,0,2.0,16,948.0,1,580.168776371308
91,560000,2,0,1.0,16,726.0,1,771.3498622589532
69,565000,4,0,2.0,12,1500.0,1,376.6666666666667
66,365000,4,0,2.0,12,1030.0,1,354.36893203883494
23,599000,2,1,2.0,16,897.0,3,667.7814938684504
37,400000,3,0,2.0,16,950.0,0,421.05263157894734
37,460000,1,0,1.0,12,739.0,0,622.4627875507442
3,347000,1,0,2.0,16,430.0,2,806.9767441860465
91,1500000,5,0,4.0,9,5877.0,2,255.23226135783563
23,440000,3,0,2.0,12,1120.0,1,392.85714285714283
16,400000,3,0,2.0,8,1115.0,0,358.74439461883406
37,430000,3,0,2.0,16,852.0,1,504.69483568075117
37,390000,2,0,2.0,16,722.0,1,540.1662049861496
37,460000,3,0,2.0,16,852.0,1,539.906103286385
37,370000,2,0,2.0,16,700.0,1,528.5714285714286
37,470000,3,0,3.0,16,908.0,1,517.6211453744494
37,420000,2,0,2.0,16,700.0,1,600.0
37,410000,2,0,2.0,16,722.0,1,567.8670360110804
37,1450000,4,1,4.0,12,2638.0,1,549.6588324488249
16,680000,4,0,2.0,12,1212.0,1,561.0561056105611
9,8000000,8,0,6.0,15,9547.0,1,837.9595684508223
9,1900000,3,2,5.0,12,2476.0,1,767.3667205169628
16,1050000,4,0,3.0,12,1409.0,2,745.209368346345
45,1975000,3,0,3.0,16,1426.0,0,1384.9929873772792
94,1125000,5,0,3.0,4,112300.0,3,10.017809439002672
47,199000,3,0,2.0,13,600.0,3,331.6666666666667
23,890000,4,0,3.0,2,22.0,1,40454.545454545456
9,1390000,3,0,2.0,17,1900.0,1,731.578947368421
27,4000000,5,0,5.0,9,6500.0,1,615.3846153846154
9,4980000,4,2,5.0,9,7030.0,1,708.3926031294452
27,5600000,5,1,5.0,9,5600.0,1,1000.0
27,2550000,4,1,4.0,3,2438.0,1,1045.9392945036916
69,880000,4,0,3.0,0,2400.0,1,366.6666666666667
69,388000,2,0,2.0,16,900.0,2,431.1111111111111
53,764000,1,0,1.0,16,764.0,0,1000.0
27,890000,1,0,1.0,16,766.0,1,1161.8798955613577
44,1250000,1,1,2.0,16,1087.0,1,1149.9540018399264
16,725000,3,0,2.0,12,1100.0,0,659.0909090909091
31,580000,4,0,3.0,12,1400.0,1,414.2857142857143
16,708000,3,0,2.0,12,1300.0,1,544.6153846153846
37,770000,4,0,3.0,2,1300.0,3,592.3076923076923
12,490000,3,0,2.0,13,1300.0,2,376.9230769230769
53,660000,3,0,2.0,12,1290.0,3,511.6279069767442
23,430000,2,0,2.0,12,1070.0,2,401.86915887850466
23,180000,3,0,2.0,13,750.0,2,240.0
47,650000,4,0,3.0,2,2060.0,2,315.5339805825243
30,270000,3,0,2.0,12,940.0,2,287.2340425531915
14,930000,1,0,1.0,12,600.0,0,1550.0
3,530000,1,0,1.0,16,700.0,2,757.1428571428571
36,500000,2,0,1.0,12,780.0,1,641.025641025641
37,430000,3,0,2.0,12,1100.0,1,390.90909090909093
74,380000,3,0,2.0,8,1070.0,2,355.14018691588785
53,600000,3,0,2.0,12,1350.0,1,444.44444444444446
74,300000,3,0,2.0,8,890.0,2,337.07865168539325
69,230000,2,0,1.0,8,550.0,0,418.1818181818182
70,530000,3,0,2.0,12,1000.0,0,530.0
16,690000,3,0,2.0,12,1400.0,1,492.85714285714283
23,550000,3,1,2.0,12,1207.0,1,455.67522783761393
23,525000,3,1,2.0,12,1207.0,2,434.96271748135877
23,430000,3,0,2.0,12,910.0,0,472.5274725274725
37,400000,3,0,2.0,16,883.0,1,453.00113250283124
66,350000,3,0,2.0,16,850.0,2,411.7647058823529
23,575000,3,0,2.0,12,1280.0,1,449.21875
53,590000,3,0,2.0,12,940.0,2,627.6595744680851
94,350000,1,1,2.0,16,670.0,1,522.3880597014926
65,730000,3,0,2.0,12,1019.0,1,716.3886162904809
79,738000,3,0,2.0,16,948.0,0,778.4810126582279
47,580000,3,1,2.0,16,1162.0,2,499.1394148020654
45,7800,4,1,4.0,16,2400.0,0,3.25
31,480000,3,0,2.0,12,1362.0,2,352.42290748898677
37,560000,3,1,2.0,12,1341.0,2,417.5988068605518
38,1150000,4,1,4.0,12,2190.0,0,525.1141552511416
31,560000,3,0,2.0,12,1098.0,1,510.0182149362477
51,440000,3,0,2.0,12,1075.0,2,409.30232558139534
45,2800000,3,1,5.0,16,3080.0,1,909.0909090909091
23,368000,3,0,2.0,12,943.0,2,390.2439024390244
51,450000,3,0,2.0,12,1075.0,2,418.6046511627907
47,438000,3,0,3.0,12,1073.0,2,408.20130475302886
8,210000,3,0,2.0,13,895.0,2,234.6368715083799
37,498000,3,0,3.0,12,1250.0,2,398.4
16,598000,3,0,2.0,12,1100.0,2,543.6363636363636
47,480000,3,0,2.0,12,1100.0,2,436.3636363636364
16,525000,3,0,3.0,12,1023.0,2,513.1964809384165
25,12000000,7,1,9.0,9,10500.0,0,1142.857142857143
25,11300000,5,1,6.0,9,10700.0,2,1056.0747663551401
23,327600,2,0,1.0,16,592.0,1,553.3783783783783
66,326000,2,0,1.0,16,650.0,1,501.53846153846155
47,570000,3,0,2.0,12,1074.0,1,530.7262569832402
16,558000,3,0,3.0,12,1003.0,2,556.3310069790629
38,1230000,4,1,4.0,1,28.0,0,43928.57142857143
75,450000,1,0,1.0,16,750.0,1,600.0
91,1700000,5,0,5.0,9,5877.0,2,289.2632295388804
47,470000,4,0,3.0,8,1600.0,1,293.75
41,229000,3,0,2.0,8,720.0,1,318.05555555555554
5,980000,6,1,5.0,4,1430.0,1,685.3146853146853
24,1090000,3,0,3.0,12,1806.0,1,603.5437430786268
9,1100000,2,0,2.0,12,1200.0,0,916.6666666666666
85,3100000,5,0,3.0,15,3600.0,1,861.1111111111111
85,1650000,4,0,3.0,2,1900.0,1,868.421052631579
85,3300000,4,0,3.0,15,3600.0,1,916.6666666666666
85,1550000,4,0,3.0,2,24.0,1,64583.333333333336
85,1850000,3,1,3.0,2,24.0,1,77083.33333333333
85,5950000,5,1,5.0,9,8000.0,1,743.75
85,5350000,4,2,5.0,9,7200.0,1,743.0555555555555
85,2900000,4,1,3.0,15,3600.0,1,805.5555555555555
75,760000,3,0,2.0,16,1135.0,1,669.6035242290749
85,1880000,4,0,3.0,2,24.0,1,78333.33333333333
85,1850000,3,1,3.0,2,1900.0,1,973.6842105263158
16,1250000,3,0,3.0,16,1301.0,0,960.7993850883936
85,7500000,7,1,6.0,9,9000.0,1,833.3333333333334
85,4580000,5,2,5.0,9,6000.0,1,763.3333333333334
85,4800000,4,1,4.0,9,8350.0,2,574.8502994011976
38,850000,4,0,3.0,2,22.0,0,38636.36363636364
45,1280000,1,0,1.0,16,923.0,0,1386.7822318526544
45,1444500,2,0,2.0,16,963.0,1,1500.0
45,1500000,2,0,2.0,16,963.0,1,1557.632398753894
45,2227500,3,0,3.0,16,1485.0,1,1500.0
45,3097500,3,0,3.0,16,2065.0,1,1500.0
45,4651500,4,0,4.0,16,3101.0,0,1500.0
45,8200000,4,0,4.0,16,5088.0,1,1611.6352201257862
47,680000,3,0,2.0,0,22.0,1,30909.090909090908
14,750000,1,0,1.0,12,538.0,2,1394.0520446096655
4,4600000,3,2,5.0,12,3240.0,1,1419.7530864197531
45,1750000,3,1,4.0,12,1717.0,0,1019.2195690157251
45,2150000,3,0,3.0,12,1622.0,0,1325.5240443896423
45,2200000,4,0,4.0,12,2099.0,0,1048.1181515007147
45,2080000,2,0,3.0,12,1551.0,0,1341.07027724049
45,3750000,5,0,6.0,12,3385.0,0,1107.8286558345642
