Location,Price (RM),Rooms,Bathrooms,Car Parks,Property Type,Size (sqft),Furnishing
63,3385000,4,1.0,3.0,12,3983.0,1
22,11800000,6,7.0,3.0,9,7801.0,1
63,3250000,4,5.0,3.0,12,3466.0,0
53,130000000,1,1.0,1.0,14,5.0,3
63,4000000,4,6.0,6.0,15,6100.0,1
47,4500000,4,6.0,4.0,9,24.0,1
39,1510800,2,2.0,1.0,16,1259.0,1
41,780000,4,2.0,2.0,12,1396.0,0
76,690000,2,2.0,2.0,12,1085.0,1
61,409000,1,1.0,1.0,16,556.0,0
64,668000,3,2.0,2.0,16,1279.0,1
6,1630000,4,4.0,2.0,12,2068.0,0
5,1580000,3,4.0,2.0,12,1858.0,1
11,700000,3,2.0,3.0,12,1455.0,1
5,1350000,3,3.0,2.0,12,1740.0,0
32,599999,3,4.0,1.0,12,1265.0,1
32,1450000,3,2.0,3.0,12,2378.0,1
32,1330000,3,4.0,3.0,12,2128.0,3
18,500000,4,2.0,2.0,12,1142.0,2
47,700000,3,2.0,1.0,12,1450.0,0
26,645000,3,3.0,2.0,12,1615.0,1
61,1300000,4,4.0,4.0,15,40.0,1
61,450000,3,2.0,2.0,16,940.0,1
61,460000,3,2.0,2.0,16,940.0,1
61,430000,3,2.0,2.0,16,940.0,1
61,548000,4,2.0,2.0,12,1473.0,2
61,350000,3,2.0,1.0,12,1027.0,0
61,530000,4,2.0,2.0,12,1333.0,1
61,630000,4,2.0,2.0,12,1600.0,1
61,850000,4,4.0,2.0,12,1869.0,1
18,410000,3,2.0,1.0,12,920.0,1
64,330000,3,2.0,2.0,12,844.0,2
68,680000,3,2.0,2.0,12,1100.0,0
19,1400000,1,1.0,1.0,16,1131.0,0
32,925000,2,3.0,2.0,12,1523.0,2
2,640000,4,3.0,2.0,2,20.0,1
18,535000,3,2.0,3.0,2,2239.0,1
58,1850000,4,3.0,4.0,2,40.0,1
47,718000,3,2.0,1.0,12,1406.0,1
47,713000,3,2.0,1.0,12,1233.0,1
41,1280000,6,6.0,3.0,4,20.0,1
11,880000,3,3.0,2.0,12,1450.0,2
26,460000,3,2.0,1.0,12,1202.0,1
18,315000,3,2.0,1.0,12,820.0,2
41,1820000,5,5.0,4.0,15,34.0,2
64,530000,4,2.0,1.0,12,1417.0,1
61,1200000,3,4.0,2.0,12,3427.0,1
0,2550000,5,6.0,6.0,15,4618.0,1
71,650000,4,2.0,2.0,1,20.0,1
33,425000,3,2.0,1.0,16,878.0,2
61,460000,3,2.0,3.0,12,1207.0,1
65,442500,3,2.0,1.0,16,800.0,3
40,1386250,2,2.0,1.0,12,1109.0,1
40,2505000,3,4.0,1.0,12,2168.0,1
5,7500000,3,3.0,2.0,9,8000.0,1
40,1425000,2,2.0,1.0,12,1140.0,1
63,1500000,2,2.0,1.0,16,1270.0,0
65,2300000,5,4.0,4.0,15,3487.0,0
47,930000,3,2.0,1.0,12,1280.0,0
32,700000,3,2.0,2.0,12,1392.0,1
11,925000,4,2.0,2.0,12,1513.0,1
11,900000,4,3.0,2.0,12,1513.0,1
32,850000,3,4.0,2.0,12,1663.0,1
32,730000,3,2.0,2.0,12,1392.0,1
68,410000,1,1.0,1.0,16,935.0,1
59,1500000,3,4.0,3.0,12,1709.0,1
18,528000,3,2.0,2.0,12,1050.0,2
24,883000,2,2.0,2.0,12,1001.0,1
24,1055000,3,2.0,2.0,12,1250.0,1
18,1499000,7,5.0,3.0,4,22.0,1
9,1000000,3,3.0,1.0,16,1066.0,0
39,1900000,2,3.0,1.0,16,1399.0,0
5,670000,3,2.0,1.0,12,984.0,1
33,479000,3,2.0,1.0,12,1100.0,1
71,880000,4,3.0,2.0,2,22.0,1
9,900,3,2.0,1.0,8,968.0,2
76,595000,2,2.0,1.0,12,1088.0,1
11,1250000,4,4.0,4.0,12,1930.0,1
19,800000,3,2.0,2.0,12,1375.0,0
32,768000,3,3.0,2.0,12,1406.0,2
63,1700000,3,2.0,1.0,16,1710.0,0
39,2570000,3,3.0,2.0,16,1873.0,1
39,2250000,3,5.0,2.0,16,1744.0,1
18,550000,4,3.0,2.0,17,1674.0,1
25,320000,3,2.0,1.0,8,980.0,1
18,438000,3,2.0,1.0,8,970.0,0
40,1950000,2,2.0,1.0,16,1299.0,1
18,400000,3,2.0,1.0,8,926.0,0
18,886914,4,3.0,2.0,16,1272.0,1
37,1927000,3,3.0,2.0,16,1157.0,1
40,1733000,1,1.0,2.0,16,925.0,1
18,588000,3,2.0,2.0,16,1100.0,1
32,720000,3,2.0,2.0,16,1304.0,1
59,430000,3,2.0,2.0,16,854.0,1
59,325000,2,1.0,1.0,16,650.0,1
47,1100000,2,2.0,1.0,16,986.0,1
47,760000,1,1.0,1.0,16,689.0,1
47,928000,2,2.0,1.0,16,873.0,1
47,595000,0,1.0,1.0,16,496.0,1
32,786000,3,2.0,2.0,16,2242.0,1
33,656000,1,1.0,1.0,16,678.0,0
33,839000,2,2.0,1.0,16,914.0,0
33,530000,1,1.0,1.0,16,563.0,0
32,778000,3,3.0,2.0,16,1400.0,1
32,670000,3,2.0,2.0,16,1200.0,1
58,1030000,4,4.0,3.0,12,1872.0,1
58,630000,2,3.0,1.0,12,990.0,1
40,2400000,2,2.0,1.0,16,1299.0,1
26,850008,3,2.0,2.0,12,1250.0,0
40,2850000,3,5.0,1.0,16,2470.0,0
40,1000000,1,1.0,1.0,16,681.0,0
53,2500000,4,5.0,2.0,3,32.0,1
48,629000,3,3.0,2.0,17,1680.0,1
0,1600000,6,5.0,4.0,15,3700.0,1
5,1850000,3,2.0,2.0,17,1593.0,0
11,1150000,5,6.0,2.0,4,22.0,1
9,1680000,3,2.0,1.0,16,1555.0,0
40,875000,2,1.0,1.0,16,883.0,0
5,2090000,4,3.0,2.0,2,2720.0,1
42,1500000,6,7.0,2.0,2,4000.0,1
61,499999,4,2.0,1.0,12,1328.0,1
32,925000,3,2.0,2.0,12,1578.0,1
9,1900000,3,4.0,2.0,12,2111.0,1
63,490000,1,1.0,1.0,16,484.0,0
61,608000,3,3.0,1.0,12,1406.0,1
32,540000,1,1.0,1.0,16,660.0,1
40,860000,1,2.0,1.0,16,761.0,0
61,450000,4,2.0,1.0,12,1272.0,2
18,528000,2,2.0,2.0,12,900.0,1
18,499000,2,2.0,2.0,12,900.0,1
18,520000,3,2.0,2.0,12,1050.0,0
65,550000,3,2.0,1.0,12,1127.0,0
63,7000000,6,7.0,6.0,9,7330.0,1
71,960000,4,3.0,2.0,2,22.0,1
71,1850000,5,5.0,7.0,2,6026.0,0
11,575000,3,2.0,2.0,12,1100.0,2
11,600000,3,2.0,2.0,12,1100.0,2
68,498000,1,1.0,1.0,12,600.0,0
57,498000,2,2.0,2.0,16,731.0,0
32,620000,2,2.0,1.0,16,814.0,1
11,545000,2,2.0,2.0,16,667.0,1
41,220000,3,1.0,1.0,13,600.0,1
22,848000,2,3.0,1.0,12,1550.0,1
64,750000,4,2.0,6.0,1,22.0,1
18,320000,3,2.0,1.0,8,926.0,1
31,630000,3,2.0,2.0,12,977.0,1
58,699000,3,3.0,2.0,12,1262.0,1
76,580000,4,2.0,1.0,12,1246.0,1
40,2880000,4,6.0,2.0,16,3304.0,0
40,3900000,4,6.0,2.0,16,3309.0,0
73,4700000,5,4.0,5.0,9,6311.0,1
68,630000,3,2.0,2.0,12,1100.0,3
68,498000,1,1.0,1.0,12,680.0,0
76,490000,3,2.0,1.0,8,1100.0,0
9,3623400,3,4.0,1.0,16,2013.0,0
61,650000,3,2.0,2.0,12,1473.0,0
18,469000,3,2.0,1.0,12,910.0,1
39,1480000,1,1.0,1.0,16,1087.0,2
18,285000,3,2.0,1.0,8,780.0,2
58,671000,2,2.0,1.0,12,990.0,1
26,750000,3,2.0,1.0,12,1253.0,2
58,2500,3,2.0,2.0,12,1893.0,1
32,420000,3,2.0,1.0,16,950.0,0
47,1440000,3,4.0,2.0,12,1496.0,1
59,300000,2,1.0,1.0,16,646.0,2
45,1000000,4,4.0,2.0,12,1551.0,1
45,950000,5,3.0,2.0,12,1370.0,1
45,820000,3,2.0,2.0,12,1150.0,1
47,1500000,3,3.0,3.0,12,2613.0,0
9,1180000,3,2.0,1.0,12,1570.0,0
64,570000,3,2.0,1.0,12,1388.0,0
0,1250000,3,3.0,2.0,12,1733.0,1
18,628000,3,2.0,2.0,12,1470.0,1
6,648000,2,3.0,1.0,16,823.0,2
68,599000,3,2.0,1.0,16,935.0,0
52,770000,4,3.0,3.0,2,21.0,1
64,830000,3,4.0,3.0,12,2024.0,1
18,418000,3,2.0,1.0,8,1112.0,1
57,390000,2,1.0,2.0,16,565.0,1
48,999000,4,3.0,2.0,2,1650.0,0
41,638000,4,3.0,3.0,2,20.0,1
3,750000,4,3.0,3.0,2,22.0,2
68,703000,3,2.0,2.0,12,1355.0,1
68,680000,3,2.0,2.0,12,1100.0,0
61,550000,3,2.0,2.0,12,1100.0,2
61,545000,3,2.0,2.0,12,1100.0,2
47,6500000,5,5.0,7.0,12,8011.0,1
61,500000,3,2.0,2.0,12,908.0,1
11,1350000,6,6.0,4.0,4,22.0,1
32,830000,3,2.0,2.0,16,1100.0,0
45,520000,3,2.0,1.0,16,935.0,1
32,725000,4,2.0,2.0,12,1092.0,1
25,300000,3,2.0,1.0,8,886.0,1
65,650000,3,2.0,2.0,16,882.0,0
68,4500000,6,5.0,7.0,9,7500.0,0
3,550000,3,2.0,2.0,12,960.0,1
26,370000,4,3.0,2.0,12,1442.0,1
68,678000,3,2.0,2.0,12,1110.0,1
55,290000,3,2.0,1.0,13,850.0,1
64,2600000,6,5.0,4.0,9,7000.0,2
32,375000,3,2.0,1.0,12,1180.0,1
65,1180000,4,4.0,3.0,3,2800.0,0
47,1280000,2,2.0,1.0,16,983.0,0
47,1200000,2,2.0,1.0,16,897.0,1
47,3450000,4,5.0,3.0,12,3720.0,0
32,690000,4,4.0,1.0,12,1229.0,1
41,560000,3,2.0,1.0,12,1030.0,1
64,330000,3,2.0,1.0,12,1076.0,1
47,2200000,4,4.0,3.0,12,2707.0,1
47,2886740,4,5.0,3.0,12,3478.0,1
47,2956300,4,5.0,3.0,12,3478.0,1
47,3348000,4,5.0,3.0,12,3720.0,1
47,3850000,5,6.0,4.0,12,4696.0,1
47,3199200,4,5.0,3.0,12,3720.0,1
47,4008200,4,5.0,3.0,12,4090.0,1
47,1700000,3,4.0,3.0,12,2648.0,1
47,1000000,3,3.0,2.0,12,1787.0,0
47,3333600,4,5.0,3.0,12,3704.0,1
47,1320000,3,4.0,2.0,12,1668.0,1
18,1500000,3,2.0,2.0,0,2450.0,2
8,580000,2,1.0,1.0,16,880.0,0
41,300000,3,3.0,4.0,0,20.0,1
41,340000,3,3.0,4.0,0,20.0,1
65,370000,3,2.0,2.0,16,850.0,0
32,800000,4,2.0,2.0,12,1488.0,1
18,798000,3,3.0,2.0,16,1483.0,1
40,1330000,2,2.0,1.0,16,872.0,0
32,595000,2,2.0,1.0,16,883.0,1
40,2180000,3,4.0,1.0,16,1495.0,0
40,1330000,2,2.0,1.0,16,872.0,0
40,950000,1,1.0,1.0,12,753.0,0
41,430000,3,2.0,1.0,12,1137.0,1
5,925000,2,2.0,1.0,12,1518.0,1
65,600000,3,2.0,2.0,12,0.0,1
6,1630000,3,4.0,2.0,12,2068.0,0
71,828000,4,3.0,3.0,2,22.0,1
6,668000,1,1.0,1.0,16,662.0,0
11,1500000,5,4.0,4.0,12,1930.0,1
6,685000,3,2.0,1.0,16,815.0,2
6,560000,1,2.0,1.0,16,648.0,2
6,898000,3,2.0,1.0,16,1092.0,2
41,720000,4,3.0,2.0,2,22.0,1
6,800000,3,2.0,1.0,16,990.0,2
6,700000,2,2.0,1.0,16,823.0,2
6,650000,2,2.0,1.0,16,823.0,2
6,895000,3,2.0,1.0,16,1092.0,2
6,550000,1,2.0,1.0,16,648.0,2
5,6500,3,4.0,2.0,12,3050.0,0
32,720000,3,2.0,2.0,16,852.0,1
47,1300000,3,4.0,2.0,12,1448.0,1
42,621000,3,2.0,2.0,12,1046.0,2
76,620000,3,2.0,2.0,12,1219.0,3
61,1350000,3,4.0,2.0,12,1746.0,0
58,920000,3,2.0,2.0,12,1318.0,1
61,520000,3,2.0,1.0,12,1313.0,1
60,1800000,3,3.0,3.0,5,22.0,1
47,2400000,4,4.0,3.0,12,3003.0,1
61,510000,4,2.0,2.0,12,1333.0,2
18,350000,3,2.0,1.0,13,900.0,2
47,1600000,4,4.0,2.0,12,2498.0,1
26,1500000,6,6.0,3.0,12,3208.0,1
45,308000,4,4.0,3.0,2,2600.0,1
11,308000,4,4.0,3.0,2,2600.0,1
31,460000,3,2.0,1.0,17,1500.0,2
58,355000,3,2.0,1.0,8,818.0,1
58,820000,3,3.0,2.0,12,1250.0,0
58,450000,3,2.0,1.0,8,1186.0,2
32,560000,3,3.0,1.0,12,1400.0,1
18,380000,3,2.0,1.0,12,925.0,1
11,440000,3,2.0,1.0,12,1224.0,1
11,540000,3,2.0,1.0,12,1224.0,2
63,4180000,5,5.0,4.0,15,4040.0,2
5,975000,2,2.0,1.0,12,1227.0,0
42,870000,3,3.0,2.0,12,1700.0,1
5,670000,1,1.0,1.0,12,640.0,0
22,9280000,4,5.0,3.0,9,8365.0,1
5,1100000,2,2.0,1.0,12,1112.0,0
11,350000,2,1.0,1.0,8,792.0,1
40,1144800,3,2.0,1.0,16,818.0,0
39,2809000,3,3.0,1.0,16,1873.0,2
76,520000,3,2.0,2.0,16,900.0,2
26,4500000,4,4.0,2.0,15,4456.0,0
11,1100000,4,3.0,4.0,12,1772.0,1
73,1350000,3,3.0,2.0,2,24.0,2
73,1000000,2,2.0,1.0,16,840.0,0
33,788000,4,3.0,2.0,12,1590.0,2
18,750000,4,3.0,2.0,2,1650.0,2
18,475600,2,2.0,2.0,12,840.0,2
47,2900000,5,6.0,3.0,12,3317.0,1
24,1520000,3,4.0,2.0,12,1830.0,1
22,3750000,4,4.0,4.0,9,6900.0,1
58,650000,2,2.0,2.0,12,1021.0,1
9,1176000,2,2.0,1.0,16,1120.0,0
40,1500000,1,1.0,1.0,16,1050.0,0
47,1850000,4,4.0,2.0,12,2038.0,1
31,799000,3,2.0,2.0,12,1227.0,1
65,460000,3,3.0,2.0,12,1045.0,0
9,2200000,1,1.0,1.0,16,1098.0,0
18,320000,3,2.0,1.0,17,1221.0,3
38,1200000,2,2.0,1.0,12,915.0,0
65,780000,4,5.0,3.0,12,2116.0,1
61,630000,3,2.0,2.0,12,1313.0,1
39,2100000,2,3.0,1.0,16,1625.0,0
47,1470000,3,4.0,2.0,12,1872.0,0
47,1030000,1,1.0,1.0,16,1231.0,1
60,750000,3,2.0,1.0,12,1450.0,1
61,310000,2,1.0,1.0,8,600.0,0
61,375000,3,2.0,1.0,12,1057.0,1
11,690000,3,2.0,2.0,12,1236.0,0
76,680000,4,2.0,1.0,12,1515.0,1
61,310000,1,1.0,1.0,16,380.0,1
61,550000,4,2.0,2.0,12,1313.0,1
61,580000,4,2.0,2.0,12,1462.0,0
40,810000,2,1.0,1.0,16,915.0,1
47,800000,3,2.0,1.0,12,1228.0,0
62,1350000,4,4.0,2.0,2,20.0,0
6,789000,3,2.0,1.0,16,993.0,2
6,720000,2,2.0,1.0,16,823.0,0
6,660000,2,2.0,1.0,16,823.0,2
32,1420000,3,4.0,3.0,12,2638.0,1
6,950000,3,2.0,1.0,16,1119.0,0
32,1250000,3,4.0,4.0,12,2128.0,0
32,1350000,3,4.0,3.0,12,2378.0,1
32,950000,2,3.0,2.0,12,1523.0,1
6,780000,3,2.0,1.0,16,990.0,2
6,680000,2,2.0,1.0,16,815.0,2
32,1500000,3,4.0,3.0,12,2378.0,1
32,1350000,3,4.0,2.0,12,2119.0,1
6,588000,1,2.0,1.0,16,651.0,2
32,1370000,3,4.0,2.0,12,2638.0,1
6,545000,1,2.0,1.0,16,648.0,2
6,880000,3,2.0,1.0,16,1119.0,2
32,1220000,3,4.0,3.0,12,2128.0,1
6,558000,1,2.0,1.0,16,648.0,2
32,1220000,3,4.0,2.0,12,2128.0,1
7,700000,2,2.0,1.0,16,904.0,0
7,756000,3,2.0,2.0,16,1227.0,0
7,625000,2,2.0,1.0,16,936.0,0
7,750000,3,2.0,2.0,16,1087.0,0
40,2300000,4,6.0,4.0,12,2916.0,0
31,590000,3,2.0,1.0,12,911.0,1
18,460000,4,2.0,1.0,12,1142.0,1
11,260000,3,2.0,1.0,8,750.0,1
63,3500000,6,6.0,4.0,15,4997.0,1
18,470000,3,2.0,1.0,12,1142.0,1
61,270000,3,2.0,1.0,12,845.0,1
53,9900000,4,4.0,3.0,9,15208.0,1
64,1780000,5,4.0,2.0,4,20.0,2
61,360000,4,2.0,1.0,8,1056.0,1
41,448000,3,2.0,2.0,0,22.0,1
41,468000,3,2.0,2.0,0,22.0,1
40,2888000,2,2.0,1.0,16,1087.0,1
40,2800000,4,3.0,2.0,16,1927.0,0
9,1820000,2,2.0,1.0,16,912.0,0
9,1760000,2,2.0,1.0,16,891.0,0
9,1850000,2,2.0,1.0,16,831.0,0
9,2020000,2,2.0,1.0,16,1014.0,0
9,2190000,2,2.0,1.0,16,1099.0,0
9,1600000,2,2.0,1.0,16,801.0,0
9,1880000,2,2.0,1.0,16,948.0,0
18,440000,2,2.0,1.0,12,854.0,3
6,2000,1,1.0,1.0,16,630.0,0
40,3942000,3,5.0,2.0,12,3285.0,1
40,9000000,4,5.0,2.0,12,3638.0,1
18,420000,2,2.0,1.0,12,854.0,2
32,1350000,3,3.0,2.0,2,22.0,1
59,2350000,3,4.0,4.0,12,3264.0,1
22,6300,3,4.0,1.0,16,1555.0,0
73,3080000,5,4.0,2.0,15,3600.0,0
73,3500000,4,4.0,3.0,15,3600.0,1
76,520000,3,2.0,1.0,16,900.0,1
76,3500000,7,8.0,4.0,9,3940.0,1
32,540000,3,2.0,1.0,16,900.0,1
40,1173000,2,2.0,1.0,16,1044.0,2
19,899000,3,3.0,2.0,12,1626.0,0
65,348800,2,2.0,1.0,16,850.0,0
22,7000000,4,4.0,5.0,9,10500.0,1
33,466000,3,2.0,1.0,12,1100.0,1
32,368000,3,2.0,1.0,16,950.0,1
76,450000,3,2.0,1.0,8,1109.0,1
71,1999999,4,3.0,5.0,15,8323.0,1
42,399000,3,2.0,1.0,12,912.0,2
5,1030000,2,2.0,1.0,16,1223.0,0
71,2700000,5,6.0,4.0,15,5000.0,1
65,638000,3,2.0,1.0,12,1109.0,1
61,5200000,7,7.0,4.0,9,6700.0,1
71,1700000,4,4.0,2.0,15,3484.0,1
11,680000,2,2.0,2.0,16,791.0,2
11,730000,2,2.0,2.0,16,855.0,2
18,288000,3,2.0,1.0,8,780.0,2
61,380000,3,2.0,1.0,12,1169.0,1
42,612470,0,1.0,2.0,12,243900.0,1
37,730000,1,1.0,1.0,12,750.0,0
39,2500000,3,5.0,2.0,16,1787.0,0
71,1550000,5,3.0,6.0,15,5100.0,1
61,468000,3,2.0,2.0,16,1113.0,0
61,820240,4,4.0,2.0,12,1869.0,1
32,380000,1,2.0,1.0,16,775.0,1
40,1274000,1,1.0,1.0,16,910.0,0
40,1276000,1,1.0,1.0,16,880.0,0
40,1266500,1,1.0,1.0,16,850.0,0
65,490000,3,2.0,2.0,12,1074.0,0
40,980000,2,2.0,1.0,16,700.0,0
40,950000,0,1.0,1.0,12,657.0,1
11,685000,3,2.0,3.0,12,1213.0,1
76,400000,1,1.0,1.0,16,670.0,1
76,350000,1,1.0,1.0,16,657.0,1
38,1300000,2,2.0,2.0,12,969.0,0
18,410000,0,1.0,1.0,16,610.0,0
68,430000,1,1.0,1.0,16,578.0,1
32,690000,4,2.0,2.0,12,1073.0,1
58,740000,3,3.0,2.0,12,1262.0,1
31,775000,3,2.0,4.0,12,1271.0,0
18,14300000,16,20.0,8.0,9,18137.0,1
68,480000,3,2.0,1.0,12,1258.0,0
19,5409600,4,6.0,4.0,16,6769.0,0
14,1630000,3,3.0,2.0,12,2300.0,0
18,568000,3,2.0,1.0,16,920.0,0
18,580000,3,2.0,1.0,16,920.0,2
18,600000,3,2.0,1.0,16,920.0,2
18,670000,3,2.0,1.0,16,920.0,0
68,640000,3,2.0,1.0,16,935.0,2
68,550000,2,2.0,1.0,16,715.0,0
68,550000,2,2.0,1.0,16,715.0,1
68,510000,3,2.0,1.0,12,1250.0,1
18,660000,4,3.0,2.0,2,20.0,1
11,606000,3,3.0,2.0,12,1300.0,1
40,2000000,1,2.0,1.0,16,1076.0,0
58,550000,3,2.0,2.0,12,1381.0,1
47,1100000,2,2.0,1.0,16,932.0,0
47,720000,3,2.0,1.0,12,1019.0,0
58,720000,3,3.0,2.0,12,1893.0,1
18,360000,3,2.0,1.0,16,950.0,1
45,510000,3,2.0,2.0,16,936.0,0
1,850000,2,2.0,1.0,16,952.0,0
5,1600000,4,3.0,2.0,2,22.0,1
58,680000,3,2.0,2.0,12,1076.0,1
61,490000,3,2.0,1.0,12,1066.0,1
41,630000,4,3.0,2.0,2,20.0,1
41,880000,4,3.0,2.0,2,22.0,1
65,460000,0,1.0,1.0,16,750.0,1
47,1950000,3,3.0,2.0,12,2200.0,0
7,749999,3,2.0,2.0,16,1109.0,1
45,678000,3,3.0,2.0,12,1474.0,1
65,730000,2,2.0,2.0,16,1130.0,0
65,358800,2,2.0,1.0,16,800.0,1
32,645000,3,3.0,2.0,16,1094.0,1
47,1280000,4,4.0,2.0,12,1973.0,0
31,2000,3,2.0,2.0,12,1242.0,1
32,560000,3,2.0,1.0,12,1407.0,0
68,1600000,3,4.0,2.0,12,1784.0,1
47,550000,3,2.0,2.0,12,940.0,2
6,1298000,3,2.0,1.0,16,1399.0,1
45,495000,3,3.0,2.0,12,1050.0,0
57,435000,3,3.0,1.0,16,1045.0,0
32,538000,4,2.0,2.0,12,1341.0,1
32,528000,4,2.0,2.0,12,1341.0,1
32,510000,4,2.0,2.0,12,1341.0,1
15,1800000,5,5.0,2.0,6,22.0,2
61,610000,4,3.0,1.0,12,1408.0,1
40,1860000,2,2.0,2.0,12,1551.0,0
63,3000000,4,6.0,3.0,12,3446.0,0
18,335000,3,2.0,1.0,12,861.0,1
40,635000,1,1.0,1.0,16,576.0,0
1,1010000,2,2.0,1.0,16,942.0,0
1,565000,1,1.0,1.0,16,502.0,0
45,500000,3,2.0,2.0,12,1328.0,1
61,500000,4,2.0,2.0,12,1194.0,1
61,520000,3,2.0,2.0,12,1442.0,1
67,1300000,3,4.0,2.0,17,26.0,1
32,150000,3,2.0,1.0,8,620.0,2
45,328000,3,2.0,1.0,13,925.0,1
32,428000,3,2.0,1.0,12,920.0,1
45,520000,3,2.0,1.0,16,935.0,1
6,510000,2,1.0,1.0,8,592.0,1
6,403000,2,1.0,1.0,8,495.0,1
6,369000,1,1.0,1.0,8,495.0,1
40,3843000,3,4.0,2.0,12,3660.0,1
60,6500000,5,6.0,2.0,15,6035.0,1
26,520000,3,2.0,1.0,12,1100.0,1
73,2900000,4,3.0,2.0,15,3600.0,1
41,345000,3,2.0,4.0,0,20.0,1
41,285000,3,2.0,1.0,8,820.0,1
41,295000,3,2.0,1.0,8,820.0,1
47,850000,3,2.0,3.0,12,1550.0,0
61,670000,3,2.0,2.0,12,908.0,0
61,435000,1,1.0,1.0,16,622.0,1
32,700000,2,2.0,2.0,12,1168.0,1
11,1980000,3,4.0,3.0,12,2400.0,0
11,2500000,3,4.0,4.0,12,3200.0,0
26,645000,3,3.0,2.0,12,1432.0,1
32,395000,3,2.0,1.0,12,1100.0,1
64,655000,4,3.0,4.0,2,20.0,1
0,580000,0,1.0,1.0,16,533.0,0
68,2980000,4,3.0,2.0,12,2640.0,0
59,518000,3,2.0,1.0,16,948.0,2
68,450000,3,2.0,1.0,12,938.0,0
68,438000,0,1.0,1.0,12,689.0,0
11,490000,4,2.0,1.0,12,1080.0,2
32,899990,4,3.0,2.0,12,1335.0,2
18,579000,3,2.0,1.0,12,1250.0,0
59,340000,3,2.0,1.0,8,838.0,1
47,860000,3,3.0,2.0,16,1300.0,1
32,378000,1,2.0,1.0,16,775.0,0
32,398000,3,2.0,2.0,16,950.0,1
65,568000,3,2.0,2.0,12,1111.0,1
65,598000,3,2.0,2.0,12,1111.0,1
14,2500000,4,6.0,3.0,12,3778.0,1
68,700000,3,2.0,2.0,12,1355.0,0
68,800000,2,2.0,2.0,12,1279.0,0
63,3600000,4,5.0,2.0,5,4600.0,1
57,480000,3,2.0,2.0,0,1750.0,2
11,890000,3,2.0,3.0,12,1212.0,1
18,385000,3,2.0,1.0,12,1230.0,1
32,395000,2,2.0,1.0,16,676.0,1
68,512000,3,2.0,1.0,12,1205.0,1
71,600000,4,2.0,2.0,2,14.0,2
5,1150000,2,2.0,1.0,16,980.0,2
76,230000,2,1.0,1.0,13,550.0,1
32,1480000,1,1.0,1.0,14,6653.0,1
32,760000,5,3.0,2.0,2,22.0,1
24,1950000,3,3.0,2.0,2,2304.0,1
61,220000,3,2.0,1.0,13,950.0,1
32,620000,3,2.0,1.0,12,1130.0,1
11,730000,3,2.0,1.0,12,1260.0,0
68,430000,1,1.0,1.0,12,700.0,0
40,3100000,4,6.0,3.0,12,3502.0,1
47,1380000,3,4.0,2.0,12,1733.0,0
47,1670000,3,3.0,2.0,12,2038.0,1
47,1500000,4,4.0,2.0,12,2465.0,0
47,1600000,3,4.0,2.0,12,2002.0,0
47,900000,3,2.0,1.0,12,1390.0,0
47,1700000,3,2.0,1.0,12,2645.0,1
47,850000,3,2.0,1.0,12,1241.0,1
47,900000,3,3.0,1.0,12,1241.0,0
22,5500000,4,4.0,3.0,9,5100.0,1
47,1480000,4,4.0,2.0,12,1871.0,0
11,640000,3,2.0,2.0,12,1236.0,2
33,540000,3,2.0,2.0,12,1200.0,1
7,680000,3,2.0,2.0,16,1012.0,1
61,1900000,6,2.0,4.0,9,6265.0,1
62,350000,3,2.0,1.0,8,952.0,2
40,5250000,3,5.0,2.0,16,3500.0,0
18,450000,3,2.0,1.0,8,1119.0,1
65,580000,3,2.0,2.0,12,1044.0,1
64,1380000,5,5.0,2.0,3,22.0,1
18,450000,3,2.0,2.0,0,1431.0,1
40,2200000,2,3.0,2.0,12,2291.0,1
40,1700000,1,1.0,1.0,16,1152.0,0
38,1100400,1,1.0,1.0,12,786.0,0
40,2160000,3,3.0,2.0,16,1800.0,0
5,900000,1,1.0,1.0,16,689.0,0
47,1700000,4,4.0,3.0,12,2495.0,1
32,1500000,3,4.0,3.0,12,2638.0,0
60,2350000,4,5.0,2.0,12,2900.0,0
11,720000,3,2.0,2.0,12,1232.0,0
76,580000,3,2.0,2.0,12,1551.0,1
58,212000,3,2.0,1.0,8,850.0,2
61,750000,4,2.0,2.0,12,1500.0,0
31,470000,2,1.0,1.0,12,698.0,0
47,1830000,4,4.0,3.0,12,2495.0,1
47,1200000,2,2.0,1.0,16,962.0,0
18,2300000,6,6.0,4.0,15,4770.0,1
5,2300000,4,4.0,2.0,12,2928.0,0
63,3500000,4,5.0,3.0,12,3466.0,0
14,1000000,3,4.0,2.0,12,1554.0,1
65,980000,5,4.0,2.0,4,20.0,2
37,1100000,2,2.0,1.0,16,1076.0,0
40,900000,2,2.0,1.0,16,866.0,0
40,515000,0,1.0,1.0,16,491.0,0
40,520000,0,1.0,1.0,16,495.0,0
37,350000,1,1.0,1.0,12,704.0,0
38,900000,1,1.0,1.0,12,732.0,1
47,720000,2,2.0,1.0,12,1048.0,0
47,2160000,3,3.0,5.0,12,2700.0,1
37,500000,2,2.0,1.0,12,1010.0,0
0,1200000,3,4.0,2.0,12,1735.0,0
1,370000,2,1.0,1.0,16,430.0,2
41,2500000,6,6.0,6.0,9,5400.0,1
41,2800000,8,4.0,6.0,9,9200.0,1
61,750000,3,2.0,2.0,12,1600.0,0
